OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35598,2025-263AA,2026-01-01T01:08:57.578496,15.40732834,.00015885,43.0033,13.5932,280.9152,79.1526,0,U,66509,999,854,.1640844E-2,.68936E-3,0
STARLINK-35600,2025-263AB,2026-01-02T00:26:02.087808,15.40754909,.0001059,43.0030,7.9770,336.7576,23.3232,0,U,66510,999,869,.15412E-2,.64742E-3,0
STARLINK-35444,2025-263AC,2026-01-02T01:46:28.811712,15.40750950,.000175,43.0026,7.5279,252.0857,107.9808,0,U,66511,999,870,.17047E-2,.71699E-3,0
STARLINK-35366,2025-263AD,2026-01-02T01:36:47.853792,15.40774130,.0004504,43.0029,7.4761,162.2380,197.8635,0,U,66512,999,870,.1814E-2,.76441E-3,0
STARLINK-35692,2025-263AE,2026-01-02T01:49:42.269088,15.40764386,.0002375,43.0039,7.5440,267.2606,92.7979,0,U,66513,999,870,.19486E-2,.82154E-3,0
SENTINEL-6B,2025-264A,2026-01-01T20:41:32.756352,12.80929607,.0007974,66.0414,120.6404,270.0995,89.9107,0,U,66514,999,586,-.74791E-4,-.78E-6,0
STARLINK-35924,2025-265A,2026-01-02T03:26:07.435104,15.40764103,.0009839,43.0015,296.5667,230.3611,129.6378,0,U,66516,999,690,.16846E-2,.70981E-3,0
STARLINK-35937,2025-265B,2026-01-02T04:11:07.966464,15.40694891,.0002094,43.0009,295.9311,282.1407,77.9215,0,U,66517,999,691,.24532E-2,.10356E-2,0
STARLINK-35962,2025-265C,2026-01-01T20:46:56.254368,15.40773783,.00012875,43.0029,297.9201,254.6444,105.4270,0,U,66518,999,686,.22945327E-2,.97009E-3,0
STARLINK-35931,2025-265D,2026-01-02T03:48:33.185952,15.40695383,.0001012,43.0007,295.8089,285.1631,74.9114,0,U,66519,999,691,.23118E-2,.97491E-3,0
STARLINK-35952,2025-265E,2026-01-01T22:33:11.984256,15.40705171,.0001961,43.0015,297.6163,264.1227,95.9406,0,U,66520,999,687,.17601E-2,.73952E-3,0
STARLINK-35915,2025-265F,2026-01-01T05:03:43.273728,15.40722955,.0003204,42.9998,301.6044,259.3134,100.7362,0,U,66521,999,676,.16091E-2,.67567E-3,0
STARLINK-35946,2025-265G,2026-01-02T04:01:26.454720,15.40750027,.0004498,43.0009,295.8792,241.2752,118.7653,0,U,66522,999,691,.16473E-2,.69267E-3,0
STARLINK-35969,2025-265H,2026-01-01T22:58:48.224640,15.40790269,.000218,43.0009,296.8789,262.6992,97.3616,0,U,66523,999,688,.31171E-2,.13259E-2,0
STARLINK-35687,2025-265J,2026-01-01T05:32:46.677984,15.40760893,.0000179,42.9986,301.7575,223.9883,136.0959,0,U,66524,999,676,.16939E-2,.71261E-3,0
STARLINK-35975,2025-265K,2026-01-01T22:26:45.024576,15.40730622,.0001589,43.0003,297.5777,199.4322,160.6474,0,U,66525,999,687,.13595E-2,.56971E-3,0
STARLINK-35932,2025-265L,2026-01-02T04:17:34.549440,15.40769560,.0002986,43.0002,295.9650,249.0263,111.0274,0,U,66526,999,691,.19505E-2,.82252E-3,0
STARLINK-35935,2025-265M,2026-01-02T03:54:59.024160,15.40755584,.0005143,43.0011,295.8449,242.0466,117.9870,0,U,66527,999,691,.17893E-2,.75348E-3,0
STARLINK-35928,2025-265N,2026-01-02T00:25:42.519936,15.40786143,.0001719,43.0005,296.4702,252.8373,107.2295,0,U,66528,999,689,.23733E-2,.10044E-2,0
STARLINK-35933,2025-265P,2026-01-01T05:29:32.666784,15.40777858,.0000645,42.9986,301.7401,291.9025,68.1763,0,U,66529,999,676,.18652E-2,.7862E-3,0
STARLINK-35961,2025-265Q,2026-01-01T22:29:59.460864,15.40702184,.0002298,43.0025,297.5951,259.1022,100.9576,0,U,66530,999,687,.16824E-2,.70633E-3,0
STARLINK-35960,2025-265R,2026-01-01T22:23:31.293312,15.40654102,.0001755,43.0015,297.5635,280.2546,79.8112,0,U,66531,999,687,.18962E-2,.79615E-3,0
STARLINK-35914,2025-265S,2026-01-01T22:17:04.421760,15.40705466,.000182,42.9992,297.5229,271.5506,88.5142,0,U,66532,999,687,.2278E-3,.9226E-4,0
STARLINK-35707,2025-265T,2026-01-02T04:20:48.393888,15.40749696,.0001808,43.0020,295.9841,276.3827,83.6823,0,U,66533,999,691,.17334E-2,.72923E-3,0
STARLINK-35976,2025-265U,2026-01-02T04:07:54.554016,15.40781490,.0001381,43.0008,295.9097,259.6875,100.3826,0,U,66534,999,691,.21242E-2,.89721E-3,0
STARLINK-35514,2025-265V,2026-01-02T04:04:40.612800,15.40704997,.0001642,42.9987,295.8919,260.5059,99.5612,0,U,66535,999,691,.23319E-2,.98386E-3,0
STARLINK-35640,2025-265W,2026-01-02T03:51:46.454112,15.40692903,.000184,43.0011,295.8256,275.6603,84.4044,0,U,66536,999,691,.2467E-2,.104142E-2,0
STARLINK-35582,2025-265X,2026-01-01T05:58:21.921312,15.40745115,.0002994,43.0014,301.0206,249.4264,110.6272,0,U,66537,999,677,.20358E-2,.85835E-3,0
STARLINK-35577,2025-265Y,2026-01-02T03:42:05.713920,15.40688690,.0001814,43.0033,295.7714,249.7229,110.3433,0,U,66538,999,691,.16879E-2,.70838E-3,0
STARLINK-35697,2025-265Z,2026-01-01T05:48:41.700384,15.40729759,.0001678,43.0018,300.9685,273.7167,86.3498,0,U,66539,999,677,.16669E-2,.70037E-3,0
STARLINK-35818,2025-265AA,2026-01-01T05:35:47.861376,15.40767580,.0000716,42.9980,300.8964,277.0531,83.0244,0,U,66540,999,677,.16876E-2,.71011E-3,0
STARLINK-35796,2025-265AB,2026-01-01T05:06:56.916000,15.40721525,.0002377,43.0011,301.6188,253.9801,106.0793,0,U,66541,999,676,.14566E-2,.61077E-3,0
STARLINK-35833,2025-265AC,2026-01-02T04:14:20.746464,15.40755340,.0003946,43.0005,295.9461,245.9321,114.1123,0,U,66542,999,691,.18913E-2,.79692E-3,0
STARLINK-35315,2025-265AD,2026-01-02T03:58:13.649664,15.40696120,.0001397,43.0006,295.8597,285.3987,74.6715,0,U,66543,999,691,.26007E-2,.109897E-2,0
STARLINK-35728,2025-265AE,2026-01-01T04:08:53.503008,15.40766866,.00019304,43.0006,301.3048,268.0453,92.0183,0,U,66544,999,676,.1893539E-2,.79804E-3,0
SHIJIAN-30A (SJ-30A),2025-266A,2026-01-02T03:10:15.537792,15.15352156,.0013162,51.7978,237.3223,66.4007,293.8350,0,U,66545,999,667,.83475E-3,.15696E-3,0
SHIJIAN-30B (SJ-30B),2025-266B,2026-01-02T03:11:53.702016,15.15425825,.0010754,51.7962,237.3228,69.2859,290.9269,0,U,66546,999,667,.88482E-3,.16683E-3,0
SHIJIAN-30C (SJ-30C),2025-266C,2026-01-02T03:13:02.822016,15.15466123,.0011811,51.7972,237.3315,61.5319,298.6845,0,U,66547,999,667,.85068E-3,.16049E-3,0
SHIJIAN-28 (SJ-28),2025-277A,2026-01-02T01:58:51.800736,1.00270797,.0000436,4.9663,274.6409,128.7745,204.7949,0,U,66549,999,48,0,-.345E-5,0
GLOBAL-33,2025-267A,2026-01-01T22:36:41.568192,15.32063001,.00062579,42.0216,300.3426,225.4808,134.5519,0,U,66554,999,650,.67988976E-3,.21324E-3,0
STARLINK-35699,2025-268A,2026-01-02T01:16:19.280352,15.27633895,.0002642,42.9963,3.8089,155.1160,204.9819,0,U,66557,999,776,.25839E-2,.71655E-3,0
STARLINK-35695,2025-268B,2026-01-02T01:10:46.534944,15.27632559,.0003461,42.9910,3.7774,149.5541,210.5512,0,U,66558,999,776,.19881E-2,.54948E-3,0
STARLINK-35419,2025-268C,2026-01-02T00:39:19.427616,15.27604626,.0000722,42.9985,3.6217,276.7436,83.3334,0,U,66559,999,776,.1459E-2,.40136E-3,0
STARLINK-35411,2025-268D,2026-01-02T00:35:37.129920,15.27617923,.0001642,42.9957,3.6028,130.4261,229.6734,0,U,66560,999,776,.14327E-2,.3942E-3,0
STARLINK-35305,2025-268E,2026-01-02T00:24:31.123296,15.27615129,.0001014,42.9927,3.5385,138.3105,221.7824,0,U,66561,999,776,.13407E-2,.36854E-3,0
STARLINK-35579,2025-268F,2026-01-02T00:30:04.169376,15.27613314,.0002027,42.9967,3.5689,150.0206,210.0762,0,U,66562,999,776,.13698E-2,.37664E-3,0
STARLINK-35437,2025-268G,2026-01-02T00:18:58.478976,15.27622011,.000218,43.0024,3.5147,276.0284,84.0319,0,U,66563,999,776,.18806E-2,.5192E-3,0
STARLINK-35358,2025-268H,2026-01-02T04:00:01.998720,15.27559483,.0001076,43.0006,2.5969,257.5747,248.9812,0,U,66564,999,599,.15925E-3,.412E-4,0
STARLINK-35893,2025-268J,2026-01-02T04:00:01.998720,15.27553159,.0001271,43.0010,2.5453,270.3691,257.4240,0,U,66565,999,599,.11117E-3,.2796E-4,0
STARLINK-35871,2025-268K,2026-01-02T04:00:01.998720,15.27553905,.0001457,43.0012,2.5111,271.5638,270.3666,0,U,66566,999,593,.30252E-3,.8065E-4,0
STARLINK-35825,2025-268L,2026-01-02T04:00:01.998720,15.27556523,.0001331,43.0011,2.4600,257.4466,305.6933,0,U,66567,999,593,.41096E-3,.11056E-3,0
STARLINK-35803,2025-268M,2026-01-02T04:00:01.998720,15.27555616,.000072,43.0009,2.3906,242.5915,348.8581,0,U,66568,999,599,.3576E-3,.9584E-4,0
STARLINK-35835,2025-268N,2026-01-02T04:00:01.998720,15.28398115,.0001608,43.0010,2.3628,277.1149,325.6010,0,U,66569,999,599,.36553E-3,.10063E-3,0
STARLINK-35834,2025-268P,2026-01-01T23:44:01.819680,15.27612107,.0002392,43.0019,4.1974,295.9867,64.0738,0,U,66570,999,775,.14267E-2,.39246E-3,0
STARLINK-35836,2025-268Q,2026-01-02T01:12:37.719648,15.27623537,.000166,42.9971,3.7886,175.4613,184.6253,0,U,66571,999,776,.1989E-2,.54954E-3,0
STARLINK-35870,2025-268R,2026-01-02T01:03:22.069152,15.27631990,.0000967,42.9978,3.7450,248.3331,111.7418,0,U,66572,999,776,.17071E-2,.47089E-3,0
STARLINK-35650,2025-268S,2026-01-02T00:57:49.349664,15.27609176,.0001632,42.9946,3.7118,149.5539,210.5407,0,U,66573,999,776,.12859E-2,.35325E-3,0
STARLINK-35812,2025-268T,2026-01-02T00:52:16.362336,15.27627606,.0000644,42.9994,3.6865,202.9078,157.1745,0,U,66574,999,776,.17071E-2,.47083E-3,0
STARLINK-35810,2025-268U,2026-01-02T00:46:43.586688,15.27618657,.0001058,42.9959,3.6549,273.8540,86.2190,0,U,66575,999,776,.14731E-2,.40547E-3,0
STARLINK-35814,2025-268V,2026-01-02T00:41:10.336704,15.27603361,.0000999,43.0019,3.6302,272.8190,87.2547,0,U,66576,999,776,.15255E-2,.41987E-3,0
STARLINK-35815,2025-268W,2026-01-02T00:31:55.444800,15.27628506,.0003757,43.0033,3.5811,292.8710,67.1745,0,U,66577,999,776,.18859E-2,.52086E-3,0
STARLINK-35743,2025-268X,2026-01-02T00:26:22.218144,15.27608664,.0000572,42.9972,3.5491,297.1911,62.8882,0,U,66578,999,776,.15344E-2,.42241E-3,0
STARLINK-35868,2025-268Y,2026-01-02T00:20:49.121088,15.27627477,.0000744,42.9939,3.5180,132.2223,227.8692,0,U,66579,999,776,.17541E-2,.48396E-3,0
STARLINK-35872,2025-268Z,2026-01-02T00:15:16.116480,15.27622450,.0000765,42.9974,3.4899,145.6276,214.4625,0,U,66580,999,776,.21969E-2,.6077E-3,0
STARLINK-35744,2025-268AA,2026-01-02T01:43:52.227264,15.27604074,.0001265,43.0010,3.0905,257.7470,102.3240,0,U,66581,999,777,.18647E-2,.51448E-3,0
STARLINK-35746,2025-268AB,2026-01-02T04:00:01.998720,15.27557356,.0001366,43.0014,2.4728,274.8792,281.1924,0,U,66582,999,588,.26999E-3,.717E-4,0
STARLINK-35941,2025-268AC,2026-01-02T04:00:01.998720,15.27558724,.0001252,43.0014,2.4212,265.4684,311.8303,0,U,66583,999,582,.2892E-3,.7699E-4,0
STARLINK-35939,2025-268AD,2026-01-02T04:00:01.998720,15.27554094,.0000791,43.0011,2.3696,273.7563,324.7721,0,U,66584,999,599,.20544E-3,.5391E-4,0
STARLINK-35963,2025-268AE,2026-01-02T01:08:56.035392,15.27618997,.0001983,43.0011,3.7754,295.7289,64.3358,0,U,66585,999,776,.17422E-2,.48051E-3,0
TJS-21,2025-269A,2025-12-22T16:41:16.797984,2.00587444,.68076174,63.2754,161.3014,269.7248,18.6681,0,U,66586,999,63,-.73521313E-1,.1087E-4,0
STARLINK-36076,2025-270A,2026-01-02T03:48:21.734496,15.40793668,.0002032,43.0015,75.1342,249.7039,110.3599,0,U,66588,999,749,.14315E-2,.60154E-3,0
STARLINK-35447,2025-270B,2026-01-02T04:55:54.546816,15.40774557,.0002185,43.0017,74.6254,133.0320,227.0720,0,U,66589,999,761,.20062E-2,.84648E-3,0
STARLINK-35429,2025-270C,2026-01-02T04:33:19.592640,15.40787906,.0003378,43.0044,74.5069,289.5294,70.5198,0,U,66590,999,761,.21397E-2,.90415E-3,0
STARLINK-36058,2025-270D,2026-01-01T12:37:12.968256,15.40704691,.0002866,43.0040,78.1157,284.2729,75.7810,0,U,66591,999,740,.19982E-2,.8411E-3,0
STARLINK-36066,2025-270E,2026-01-01T13:35:17.105280,15.40709355,.0001869,43.0007,78.4270,272.7362,87.3281,0,U,66592,999,730,.17262E-2,.72514E-3,0
STARLINK-36031,2025-270F,2026-01-01T13:12:42.850944,15.40679683,.0000169,42.9962,78.3058,313.7930,46.2913,0,U,66593,999,740,.19642E-2,.82584E-3,0
STARLINK-36032,2025-270G,2026-01-02T04:20:25.498752,15.40791142,.0003055,43.0038,74.4435,323.4028,36.6619,0,U,66594,999,731,.21744E-2,.91911E-3,0
STARLINK-35711,2025-270H,2026-01-01T06:10:53.416416,15.40757037,.0000585,42.9999,79.5385,216.7354,143.3462,0,U,66595,999,747,.15118E-2,.63497E-3,0
STARLINK-35811,2025-270J,2026-01-01T13:41:44.132352,15.40702884,.000198,43.0039,78.4625,289.4176,70.6467,0,U,66596,999,751,.16849E-2,.70741E-3,0
STARLINK-35820,2025-270K,2026-01-01T16:35:32.336736,15.40712987,.00016443,43.0030,77.6454,269.0694,90.9974,0,U,66597,999,753,.19376403E-2,.81541E-3,0
STARLINK-35981,2025-270L,2026-01-02T04:39:46.908288,15.40765030,.0003023,42.9997,74.5363,296.8953,63.1594,0,U,66598,999,735,.16505E-2,.69429E-3,0
STARLINK-35930,2025-270M,2026-01-01T06:17:20.622336,15.40750619,.0001141,42.9997,79.5729,213.3683,146.7101,0,U,66599,999,736,.16713E-2,.70275E-3,0
STARLINK-35980,2025-270N,2026-01-02T04:26:52.340064,15.40768559,.0001977,43.0025,74.4693,284.3843,75.6794,0,U,66600,999,740,.16255E-2,.68366E-3,0
STARLINK-35978,2025-270P,2026-01-02T04:52:41.632896,15.40753286,.0001537,42.9991,74.6044,273.2052,86.8628,0,U,66601,999,734,.15199E-2,.63831E-3,0
STARLINK-36050,2025-270Q,2026-01-02T00:00:02.998944,15.40739248,.0001537,43.0009,75.9553,258.0835,338.8434,0,U,66602,999,602,-.24127E-2,-.99912E-3,0
STARLINK-36048,2025-270R,2026-01-02T04:43:00.357888,15.40754738,.0001106,43.0005,74.5529,266.3893,93.6837,0,U,66603,999,740,.17587E-2,.74011E-3,0
STARLINK-35977,2025-270S,2026-01-02T04:36:33.183936,15.40754835,.000104,43.0002,74.5174,178.4563,181.6297,0,U,66604,999,750,.16011E-2,.67295E-3,0
STARLINK-36052,2025-270T,2026-01-02T04:17:11.044320,15.40891655,.0001445,43.0006,74.4136,246.9441,113.1263,0,U,66605,999,750,.29125E-2,.124145E-2,0
STARLINK-36063,2025-270U,2026-01-01T08:00:01.999872,15.40660701,.0001249,43.0008,79.0723,245.8974,187.4809,0,U,66606,999,598,.67909E-3,.28131E-3,0
STARLINK-35993,2025-270V,2026-01-02T04:13:58.272960,15.40758179,.0002492,43.0040,74.3984,254.8891,105.1690,0,U,66607,999,740,.18243E-2,.76826E-3,0
STARLINK-36036,2025-270W,2026-01-01T06:04:26.240736,15.40758761,.0000871,42.9977,79.5012,237.6942,122.3831,0,U,66608,999,720,.15934E-2,.66975E-3,0
STARLINK-36034,2025-270X,2026-01-01T15:18:07.191072,15.40700473,.0000968,43.0012,77.2278,288.4988,71.5763,0,U,66609,999,726,.26494E-2,.11201E-2,0
STARLINK-35680,2025-270Y,2026-01-01T06:20:34.059840,15.40683616,.0000719,43.0000,79.5881,261.5440,98.5335,0,U,66610,999,747,-.91729E-3,-.38406E-3,0
STARLINK-35583,2025-270Z,2026-01-01T06:14:06.882432,15.40758418,.0001114,42.9997,79.5545,286.3647,73.7087,0,U,66611,999,747,.16811E-2,.70712E-3,0
STARLINK-36039,2025-270AA,2026-01-01T13:32:03.740352,15.40921480,.0002054,43.0027,78.4045,269.5581,90.5041,0,U,66612,999,740,.31569E-2,.134918E-2,0
STARLINK-36037,2025-270AB,2026-01-01T13:25:36.559488,15.40721643,.0001381,43.0004,78.3746,300.5035,59.5685,0,U,66613,999,740,.27137E-2,.114857E-2,0
STARLINK-36040,2025-270AC,2026-01-02T04:30:06.225984,15.40752073,.000032,43.0001,74.4820,247.1976,112.8847,0,U,66614,999,734,.15637E-2,.65693E-3,0
STARLINK-35988,2025-270AD,2026-01-02T04:49:27.430752,15.40761155,.0001112,43.0005,74.5871,292.3206,67.7533,0,U,66615,999,734,.18313E-2,.77128E-3,0
STARLINK-35391,2025-270AE,2026-01-02T04:23:38.697792,15.40775369,.0000728,42.9990,74.4433,207.0461,153.0357,0,U,66616,999,761,.21215E-2,.89586E-3,0
STARLINK-35940,2025-271A,2026-01-01T13:46:31.656000,15.39615279,.0000331,53.1616,93.6288,76.8391,283.2650,0,U,66617,999,726,.15149E-2,.6067E-3,0
STARLINK-35970,2025-271B,2026-01-01T18:33:02.286432,15.39641370,.00016545,53.1607,92.0133,50.8650,309.2502,0,U,66618,999,730,.21025072E-2,.84699E-3,0
STARLINK-35951,2025-271C,2026-01-01T12:46:22.269216,15.39658137,.0001669,53.1607,93.3613,80.2556,279.8637,0,U,66619,999,726,.1707E-2,.68581E-3,0
STARLINK-35936,2025-271D,2026-01-01T14:33:12.113280,15.39636543,.0000726,53.1591,93.1169,46.9136,313.1929,0,U,66620,999,727,.15602E-2,.62557E-3,0
STARLINK-35847,2025-271E,2026-01-01T18:26:21.084576,15.39615466,.00013773,53.1611,91.9845,48.9840,311.1284,0,U,66621,999,730,.15762175E-2,.63162E-3,0
STARLINK-35950,2025-271F,2026-01-02T04:54:32.978304,15.39674808,.0001184,53.1602,90.4522,83.6849,276.4290,0,U,66622,999,736,.16881E-2,.6785E-3,0
STARLINK-35920,2025-271G,2026-01-01T19:47:03.192000,15.39656720,.00034505,53.1622,92.3427,180.7277,179.3724,0,U,66623,999,730,.22383545E-2,.90319E-3,0
STARLINK-35927,2025-271H,2026-01-01T12:39:39.521664,15.39609567,.0001121,53.1601,93.3346,40.3553,319.7535,0,U,66624,999,726,.11719E-2,.46747E-3,0
STARLINK-35929,2025-271J,2026-01-01T13:06:24.692832,15.39626259,.0000852,53.1597,93.4526,76.9096,283.2004,0,U,66625,999,726,.9859E-3,.39247E-3,0
STARLINK-35902,2025-271K,2026-01-01T13:26:28.408128,15.39623715,.0000947,53.1599,93.5423,75.7829,284.3281,0,U,66626,999,726,.20925E-2,.84238E-3,0
STARLINK-35904,2025-271L,2026-01-01T16:20:03.051168,15.39620248,.00010906,53.1601,92.8679,59.7872,300.3241,0,U,66627,999,724,.18317428E-2,.73579E-3,0
STARLINK-35862,2025-271M,2026-01-01T18:53:05.790912,15.39645174,.00008222,53.1609,92.1085,85.5808,274.5291,0,U,66628,999,730,.1648456E-2,.66166E-3,0
STARLINK-35949,2025-271P,2026-01-01T17:13:24.528000,15.39630756,.00009748,53.1610,92.3832,79.7661,280.3453,0,U,66630,999,729,.15751669E-2,.63151E-3,0
STARLINK-35965,2025-271Q,2026-01-01T17:12:56.022912,15.39683855,.00010504,53.1611,92.3828,96.8936,263.2188,0,U,66631,999,729,.20164337E-2,.81291E-3,0
STARLINK-35973,2025-271R,2026-01-01T19:53:45.299328,15.39658766,.0001572,53.1611,92.3755,51.4437,308.6709,0,U,66632,999,726,.16911807E-2,.67938E-3,0
STARLINK-35948,2025-271S,2026-01-01T18:19:48.093312,15.39640329,.0001482,53.1615,92.6773,50.9678,309.1459,0,U,66633,999,729,.18074908E-2,.72639E-3,0
STARLINK-35967,2025-271T,2026-01-01T18:13:06.893184,15.39644705,.0001139,53.1613,92.6480,80.5300,279.5834,0,U,66634,999,725,.18362282E-2,.73822E-3,0
STARLINK-35955,2025-271U,2026-01-01T19:33:13.685472,15.39614123,.00012661,53.1597,92.2856,69.9489,290.1652,0,U,66635,999,730,.20047364E-2,.80625E-3,0
STARLINK-35968,2025-271V,2026-01-01T19:39:54.251424,15.39652759,.00010185,53.1604,92.3083,103.7960,256.3159,0,U,66636,999,730,.17160053E-2,.68936E-3,0
STARLINK-35953,2025-271W,2026-01-01T11:39:08.738784,15.39595792,.0000997,53.1610,93.7812,94.9136,265.1983,0,U,66637,999,725,.23237E-2,.93621E-3,0
STARLINK-35972,2025-271X,2026-01-01T14:32:43.552032,15.39632635,.0001344,53.1605,93.1091,92.3311,267.7848,0,U,66638,999,727,.31602E-2,.128204E-2,0
STARLINK-35908,2025-271Y,2026-01-02T04:27:19.707264,15.39666193,.0001142,53.1608,90.3290,53.4386,306.6724,0,U,66639,999,736,.16823E-2,.67594E-3,0
STARLINK-35921,2025-271Z,2026-01-01T13:05:56.335488,15.39622733,.0000659,53.1599,93.4461,64.1640,295.9432,0,U,66640,999,726,.19492E-2,.78377E-3,0
STARLINK-35923,2025-271AA,2026-01-01T18:33:30.864096,15.39640115,.00015262,53.1609,92.0161,41.1106,319.0013,0,U,66641,999,730,.18925042E-2,.76109E-3,0
STARLINK-35926,2025-271AB,2026-01-01T17:06:14.229216,15.39648297,.00019925,53.1608,92.3511,170.2228,189.8816,0,U,66642,999,725,.2080952E-2,.83837E-3,0
STARLINK-35918,2025-271AC,2026-01-01T18:59:46.545216,15.39663866,.00009378,53.1601,92.1368,91.0997,269.0116,0,U,66643,999,730,.19318924E-2,.77779E-3,0
STARLINK-35938,2025-271AD,2025-12-30T07:27:35.329248,15.40129659,.00009187,53.1592,103.6696,211.3414,148.7537,0,U,66644,999,692,.31212919E-2,.128724E-2,0
SHENZHOU-22,2025-272A,2026-01-01T22:48:00.000864,15.60041329,.00101484,41.4663,253.9368,200.7574,159.2853,0,U,66645,999,26714,.32147889E-3,.26593E-3,0
COSMOS 2597 (RODNIK-S 22),2025-273A,2026-01-02T04:08:49.266816,12.42797269,.0010857,82.4994,273.7564,216.9731,143.0601,0,U,66647,999,467,.17079E-3,.33E-6,0
COSMOS 2598 (RODNIK-S 23),2025-273B,2026-01-02T03:33:06.133824,12.43233832,.0008448,82.5028,273.7543,188.6879,171.4055,0,U,66648,999,467,.1035E-3,.24E-6,0
COSMOS 2599 (RODNIK-S 24),2025-273C,2026-01-02T02:43:47.895456,12.41152681,.0006433,82.5046,273.8452,225.1085,134.9472,0,U,66649,999,466,.13383E-3,.28E-6,0
BEE-1000,2025-274A,2026-01-01T21:01:43.354272,14.91756520,.0011847,97.7405,293.6960,179.2837,180.8401,0,U,66650,999,540,.41895E-3,.4171E-4,0
2025-274B,2025-274B,2026-01-01T20:56:58.344864,14.91973895,.0012143,97.7402,293.6983,177.4735,182.6547,0,U,66651,999,540,.68134E-3,.6859E-4,0
2025-274C,2025-274C,2026-01-01T20:53:11.334048,14.92042885,.0011583,97.7408,293.7040,184.0774,176.0353,0,U,66652,999,540,.53796E-3,.5411E-4,0
2025-274D,2025-274D,2026-01-01T19:16:38.445600,14.92018139,.0012582,97.7406,293.6375,181.4598,178.6586,0,U,66653,999,539,.43811E-3,.4394E-4,0
JACK E,2025-274E,2026-01-01T19:10:28.963776,14.92210375,.0013089,97.7408,293.6444,183.3322,176.7812,0,U,66654,999,539,.46241E-3,.4664E-4,0
2025-274F,2025-274F,2026-01-01T21:04:29.091072,14.91280140,.0003307,97.7322,293.6784,329.4760,30.6266,0,U,66655,999,540,.24243E-4,.186E-5,0
2025-274G,2025-274G,2026-01-01T19:03:50.104224,14.92413572,.0013574,97.7403,293.6493,185.1704,174.9377,0,U,66656,999,539,.49835E-3,.5058E-4,0
SPIRONE,2025-274H,2026-01-02T01:23:44.121984,14.92595955,.001163,97.7402,293.9176,200.5288,159.5466,0,U,66657,999,543,.4857E-3,.4949E-4,0
2025-274J,2025-274J,2026-01-02T01:17:28.974912,14.92814786,.0012052,97.7403,293.9242,203.5110,156.5560,0,U,66658,999,543,.7409E-3,.7624E-4,0
JACK K,2025-274K,2026-01-02T01:11:15.423648,14.92943673,.0012688,97.7411,293.9301,205.3488,154.7110,0,U,66659,999,543,.40188E-3,.4121E-4,0
K-HERO,2025-274L,2026-01-01T18:39:58.143456,14.93094797,.00132533,97.7411,293.6727,207.0036,153.0495,0,U,66660,999,539,.44557913E-3,.4594E-4,0
SNUGLITE-III,2025-274M,2026-01-01T20:11:36.007008,14.93219084,.0013803,97.7409,293.7419,208.1337,151.9139,0,U,66661,999,540,.3557E-3,.3668E-4,0
2025-274N,2025-274N,2026-01-01T20:09:36.108000,14.93283981,.0014204,97.7408,293.7441,207.8698,152.1762,0,U,66662,999,540,.42476E-3,.4399E-4,0
SOYUZ-MS 28,2025-275A,2026-01-01T18:58:54.170400,15.49013666,.0007502,51.6329,43.1850,328.5908,31.4631,0,U,66664,999,54596,.26338E-3,.14103E-3,0
FORMOSAT-8A,2025-276A,2026-01-02T04:03:42.194304,15.00642934,.0004787,97.6581,78.8061,153.4382,206.7088,0,U,66666,999,515,.43935E-3,.5499E-4,0
PELICAN-5,2025-276B,2026-01-02T04:13:19.289280,15.17702292,.0003129,97.4407,78.5976,175.6728,184.4533,0,U,66667,999,522,.97127E-3,.19552E-3,0
TRANSPORTER-15C,2025-276C,2025-12-30T00:16:58.060704,15.20865178,.00119589,97.4401,75.4663,239.4369,120.5687,0,U,66668,999,474,-.1040056E+0,-.2073038E-1,0
TRANSPORTER-15D,2025-276D,2026-01-02T04:31:39.665856,15.18016513,.0007491,97.4284,78.5264,231.9963,128.0595,0,U,66669,999,522,.20065E-2,.40971E-3,0
HUNITY,2025-276E,2026-01-02T04:33:19.549440,15.18787362,.0008648,97.4301,78.5332,198.7777,161.3140,0,U,66670,999,522,.4606E-1,.103091E-1,0
TRANSPORTER-15F,2025-276F,2026-01-01T23:48:16.957152,15.17446107,.000546,97.4419,78.3866,209.9711,150.1211,0,U,66671,999,519,.10907E-2,.21815E-3,0
TRANSPORTER-15G,2025-276G,2026-01-02T03:10:52.425408,15.16742555,.0006006,97.4392,78.4930,207.0730,153.0191,0,U,66672,999,521,.76523E-3,.14969E-3,0
