OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
KEPLER-21,2023-054AS,2026-01-01T17:48:35.977248,15.63951315,.00012951,97.3033,272.8438,272.4815,87.6296,0,U,56218,999,15298,.73834136E-3,.69815E-3,0
AAC-HSI-SAT1,2023-054AZ,2026-01-02T03:16:11.966304,15.11685098,.0009712,97.3923,244.0552,348.9408,11.1607,0,U,56225,999,15027,.28763E-3,.4838E-4,0
OUTPOST MISSION 1,2023-084BK,2026-01-01T22:29:50.920224,15.59646930,.0003565,97.5903,150.0309,138.6303,221.5223,0,U,56226,999,14284,.10107E-2,.8113E-3,0
FENGYUN 3G,2023-055A,2026-01-02T04:21:53.639712,15.52699097,.0004157,49.9934,122.0283,327.3581,32.7128,0,U,56232,999,15420,.72856E-3,.45665E-3,0
STARLINK-30107,2023-056B,2025-12-31T23:35:06.605376,15.27580370,.0001109,43.0010,213.5218,264.7279,95.3446,0,U,56287,999,14994,.10284684E-3,.2569E-4,0
STARLINK-30106,2023-056C,2026-01-01T23:46:33.253824,15.02534332,.000116,43.0026,212.4520,266.2034,93.8676,0,U,56288,999,14999,.51346E-4,.49E-5,0
STARLINK-30095,2023-056D,2026-01-01T13:20:20.220576,15.02524156,.000145,43.0036,189.0531,255.7310,104.3371,0,U,56289,999,15022,.38783E-3,.5037E-4,0
STARLINK-30103,2023-056E,2026-01-01T23:41:47.003712,15.02524507,.0001147,43.0026,212.4295,260.1038,99.9675,0,U,56290,999,14999,.15486E-3,.1888E-4,0
STARLINK-30113,2023-056F,2026-01-01T23:51:20.913120,15.02534967,.0001069,43.0031,212.4707,264.5222,95.5498,0,U,56291,999,14999,.23562E-4,.115E-5,0
STARLINK-30098,2023-056G,2026-01-01T23:36:56.172672,15.02550989,.0001488,43.0042,212.3946,276.0145,84.0528,0,U,56292,999,14999,.52779E-3,.6936E-4,0
STARLINK-30090,2023-056H,2026-01-01T23:27:32.308128,15.02535295,.0001106,43.0041,213.1889,258.5476,101.5242,0,U,56293,999,14998,.63392E-4,.653E-5,0
STARLINK-30049,2023-056J,2026-01-01T23:22:44.052672,15.02548360,.000099,43.0030,213.1060,273.9707,86.1022,0,U,56294,999,14998,-.61228E-5,-.286E-5,0
STARLINK-30083,2023-056K,2026-01-01T13:39:28.552608,15.02585612,.0001829,43.0040,189.1362,278.8931,81.1704,0,U,56295,999,15022,-.83033E-3,-.11417E-3,0
STARLINK-30089,2023-056L,2026-01-01T12:04:08.862240,15.02537873,.0000841,43.0021,176.4621,253.4370,106.6380,0,U,56296,999,15036,.10113E-3,.1163E-4,0
STARLINK-30086,2023-056M,2026-01-01T13:19:35.702112,15.02535570,.0001065,43.0020,215.1223,275.4208,84.6513,0,U,56297,999,14992,.70223E-4,.745E-5,0
STARLINK-30109,2023-056N,2026-01-01T15:04:54.323328,15.02528070,.0001214,43.0033,214.8143,270.2467,89.8237,0,U,56298,999,14999,-.64193E-4,-.107E-4,0
STARLINK-30108,2023-056P,2025-12-31T23:55:57.413856,15.02532164,.00010813,43.0027,205.6802,268.3615,91.7104,0,U,56299,999,15004,-.15026783E-3,-.2233E-4,0
STARLINK-30104,2023-056Q,2026-01-01T23:32:10.003776,15.02534014,.0001368,43.0024,212.3788,267.9337,92.1349,0,U,56300,999,15005,.15719E-3,.192E-4,0
STARLINK-30101,2023-056R,2026-01-02T00:15:18.260928,15.02573846,.0001515,43.0034,212.5851,268.8610,91.2059,0,U,56301,999,15005,-.85482E-3,-.11743E-3,0
STARLINK-30111,2023-056S,2026-01-02T00:05:43.138464,15.02533138,.000116,43.0024,212.4689,265.7243,94.3467,0,U,56302,999,15005,.39034E-4,.324E-5,0
STARLINK-30099,2023-056U,2026-01-02T00:00:55.664064,15.02574469,.0002928,43.0072,212.4323,272.9355,87.1152,0,U,56304,999,15005,-.71895E-3,-.9913E-4,0
STARLINK-30094,2023-056V,2026-01-01T23:56:07.386144,15.02536652,.0001024,43.0026,212.3987,272.6154,87.4571,0,U,56305,999,15005,.62959E-4,.647E-5,0
STARLINK-30112,2023-056W,2026-01-02T00:10:30.308736,15.02539901,.00016,43.0021,212.4925,214.7758,145.2980,0,U,56306,999,15005,.56533E-4,.56E-5,0
POEM-2,2023-057A,2026-01-02T04:22:03.992160,14.94333026,.0020167,9.8900,27.8608,95.1474,265.1039,0,U,56308,999,14738,.32511E-3,.4302E-4,0
LUMELITE-4,2023-057B,2026-01-01T20:37:46.651008,15.18001524,.00050489,9.9916,237.1179,182.0811,177.9384,0,U,56309,999,14870,.10175905E-2,.22286E-3,0
TELEOS-2,2023-057C,2026-01-02T04:39:56.022624,14.96389670,.0000809,9.9901,332.8191,269.3002,90.7119,0,U,56310,999,14789,.10301E-2,.12699E-3,0
STARLINK-6038,2023-058A,2026-01-02T00:12:54.417024,15.05644430,.0002069,97.6050,5.4912,93.4341,266.7122,0,U,56317,999,14781,.48464E-4,.638E-5,0
STARLINK-5954,2023-058B,2026-01-01T23:33:02.046816,15.05648918,.000218,97.6036,5.5258,90.0971,270.0506,0,U,56318,999,14781,.11042E-4,.98E-6,0
STARLINK-6039,2023-058C,2026-01-02T00:27:34.240320,15.01262148,.0001189,97.6055,4.8741,97.2002,262.9357,0,U,56319,999,14777,.95005E-4,.1162E-4,0
STARLINK-5988,2023-058D,2026-01-02T00:35:55.699008,15.01268401,.0001381,97.6067,4.8620,135.5208,224.6127,0,U,56320,999,14778,.61954E-4,.738E-5,0
STARLINK-5876,2023-058E,2026-01-01T23:48:58.818816,15.05673823,.0002871,97.6038,5.5145,114.9304,245.2221,0,U,56321,999,14781,.16708E-2,.24146E-3,0
STARLINK-6033,2023-058F,2026-01-01T22:56:55.496832,15.01265272,.0001668,97.6064,4.8001,77.3421,282.7990,0,U,56322,999,14776,.7086E-4,.852E-5,0
STARLINK-6035,2023-058G,2026-01-02T00:22:14.358144,15.01260834,.0001955,97.6046,4.8812,86.0430,274.1017,0,U,56323,999,14776,.99955E-4,.1226E-4,0
STARLINK-6034,2023-058H,2026-01-01T23:29:03.807456,15.05632138,.0001624,97.6039,5.5303,93.2315,266.9098,0,U,56324,999,14781,.50838E-4,.672E-5,0
STARLINK-5981,2023-058J,2026-01-02T00:11:34.400256,15.01261344,.0003336,97.6037,4.8929,63.4445,296.7121,0,U,56325,999,14812,.55131E-4,.65E-5,0
STARLINK-5980,2023-058K,2026-01-02T00:25:15.722976,15.01256825,.0001837,97.6054,4.8780,82.1978,277.9454,0,U,56326,999,14777,.19711E-3,.2474E-4,0
STARLINK-5997,2023-058L,2026-01-02T00:03:55.365696,15.01262160,.0002787,97.6037,4.8991,42.4439,317.7000,0,U,56327,999,14812,.13321E-4,.113E-5,0
STARLINK-5992,2023-058M,2026-01-02T00:20:53.046240,15.05652635,.0001853,97.6039,5.4837,96.8048,263.3390,0,U,56328,999,14816,-.32859E-4,-.535E-5,0
STARLINK-5984,2023-058N,2026-01-02T00:00:56.642112,15.05646446,.0002139,97.6046,5.5019,92.4682,267.6790,0,U,56329,999,14816,.10786E-4,.95E-6,0
STARLINK-5991,2023-058Q,2026-01-02T00:00:54.596160,15.01259828,.0003166,97.6030,4.9006,59.7891,300.3646,0,U,56331,999,14812,.53918E-5,.11E-6,0
STARLINK-5093,2023-058R,2026-01-02T00:16:54.361056,15.01259019,.0002786,97.6042,4.8887,61.3261,298.8243,0,U,56332,999,14812,.23481E-4,.243E-5,0
STARLINK-5553,2023-058S,2026-01-01T23:05:06.801792,15.05642652,.0001154,97.6038,5.3995,99.3191,260.8166,0,U,56333,999,14815,.10308E-3,.1427E-4,0
STARLINK-5548,2023-058T,2026-01-01T23:25:03.617184,15.05657142,.0001871,97.6023,5.5347,101.0600,259.0837,0,U,56334,999,14816,.45956E-3,.6578E-4,0
STARLINK-5559,2023-058U,2026-01-01T23:44:59.804448,15.05645664,.0001961,97.6046,5.5170,95.0225,265.1226,0,U,56335,999,14816,.81526E-5,.57E-6,0
STARLINK-5562,2023-058V,2026-01-02T00:06:14.486976,15.01263017,.0003583,97.6036,4.8976,70.0806,290.0804,0,U,56336,999,14812,.2605E-4,.276E-5,0
STARLINK-5561,2023-058W,2026-01-01T23:53:15.215136,15.01260278,.0002403,97.6019,4.9015,66.0651,294.0825,0,U,56337,999,14812,.13953E-4,.121E-5,0
STARLINK-5554,2023-058X,2026-01-01T23:55:34.178304,15.01262341,.0002213,97.6029,4.9038,46.6082,313.5326,0,U,56338,999,14812,.6338E-5,.23E-6,0
STARLINK-5552,2023-058Y,2026-01-01T23:44:55.538880,15.01265577,.0001716,97.6029,4.9050,90.9035,269.2386,0,U,56339,999,14812,.29892E-5,-.2E-6,0
STARLINK-5540,2023-058Z,2026-01-01T22:57:08.444736,15.05650174,.0001506,97.6041,5.4088,84.9316,275.2082,0,U,56340,999,14815,.13203E-3,.1845E-4,0
STARLINK-5543,2023-058AA,2026-01-01T23:50:14.130240,15.01262087,.0001612,97.6023,4.9030,88.4113,271.7296,0,U,56341,999,14811,.16664E-4,.156E-5,0
STARLINK-5955,2023-058AB,2026-01-01T23:56:56.808672,15.05668094,.0002113,97.6052,5.5070,87.3804,272.7664,0,U,56342,999,14816,.23872E-3,.3387E-4,0
STARLINK-5976,2023-058AC,2026-01-02T00:36:49.258368,15.05652106,.0001606,97.6040,5.4716,90.7026,269.4385,0,U,56343,999,14816,.78122E-4,.1067E-4,0
STARLINK-5974,2023-058AD,2026-01-01T23:41:00.479040,15.05646342,.0002002,97.6044,5.5204,87.9303,272.2152,0,U,56344,999,14816,-.23376E-4,-.398E-5,0
STARLINK-5979,2023-058AE,2026-01-01T23:34:14.106144,15.01262687,.0001,97.6030,4.9144,123.4210,236.7110,0,U,56345,999,14812,.41635E-4,.477E-5,0
STARLINK-5837,2023-058AF,2026-01-01T23:39:34.478208,15.01257793,.000141,97.6029,4.9104,94.0304,266.1081,0,U,56346,999,14812,-.42132E-4,-.599E-5,0
STARLINK-5829,2023-058AG,2026-01-02T00:04:55.561440,15.05650207,.000188,97.6047,5.5014,92.4246,267.7196,0,U,56347,999,14816,.41353E-4,.536E-5,0
STARLINK-5888,2023-058AH,2026-01-01T23:42:35.462016,15.01262205,.0000823,97.6028,4.9079,103.8668,256.2647,0,U,56348,999,14812,.27456E-5,-.23E-6,0
STARLINK-5887,2023-058AJ,2026-01-01T23:23:36.722976,15.01233684,.0001707,97.6032,4.9230,164.8909,195.2367,0,U,56349,999,14812,-.23707E-3,-.31E-4,0
STARLINK-5886,2023-058AK,2026-01-01T23:52:59.573280,15.05633848,.0001717,97.6048,5.5120,70.4810,289.6602,0,U,56350,999,14816,.23242E-3,.3293E-4,0
STARLINK-5891,2023-058AL,2026-01-01T22:53:09.202272,15.05645776,.0001774,97.6029,5.4147,86.3295,273.8135,0,U,56351,999,14815,.25429E-4,.306E-5,0
STARLINK-5885,2023-058AM,2026-01-01T23:28:53.964768,15.01262706,.0000412,97.6030,4.9188,161.0305,199.0935,0,U,56352,999,14812,-.65419E-5,-.142E-5,0
STARLINK-5874,2023-058AN,2026-01-01T23:02:14.362944,15.01262332,.0001177,97.6070,4.9478,81.4657,278.6700,0,U,56353,999,14812,.91196E-4,.1113E-4,0
STARLINK-5877,2023-058AP,2026-01-01T23:21:03.399264,15.05649693,.00017,97.6029,5.3880,88.1111,272.0310,0,U,56354,999,14815,.69218E-4,.938E-5,0
STARLINK-5533,2023-058AQ,2026-01-01T23:12:54.390816,15.01260301,.0002605,97.6039,4.9335,148.6597,211.4783,0,U,56355,999,14812,.72167E-4,.869E-5,0
STARLINK-5535,2023-058AR,2026-01-02T00:24:51.975936,15.05645873,.0001872,97.6037,5.4839,90.0353,270.1088,0,U,56356,999,14816,.69922E-4,.948E-5,0
STARLINK-5538,2023-058AS,2026-01-01T23:37:01.492320,15.05647074,.0002498,97.6044,5.5269,74.2320,285.9182,0,U,56357,999,14816,-.14276E-5,-.81E-6,0
STARLINK-5482,2023-058AT,2026-01-01T23:18:14.226336,15.01261613,.0002889,97.6038,4.9272,149.3117,210.8276,0,U,56358,999,14812,.35072E-4,.392E-5,0
STARLINK-5551,2023-058AU,2026-01-01T23:10:35.125248,15.01261615,.0002307,97.6042,4.9359,153.2446,206.8898,0,U,56359,999,14812,.5049E-5,.7E-7,0
STARLINK-5549,2023-058AV,2026-01-02T00:08:55.604832,15.05644666,.0001555,97.6036,5.4983,67.8847,292.2545,0,U,56360,999,14816,-.10136E-3,-.1523E-4,0
STARLINK-5550,2023-058AW,2026-01-01T23:07:33.932352,15.01262295,.0000282,97.6048,4.9389,142.5947,217.5297,0,U,56361,999,14812,.86321E-4,.1051E-4,0
STARLINK-5972,2023-058AX,2026-01-02T00:16:53.423616,15.05646723,.0001987,97.6043,5.4920,92.8481,267.2973,0,U,56362,999,14816,.8203E-4,.1123E-4,0
O3B MPOWER F4,2023-059A,2026-01-01T11:11:48.177312,5.00114397,.0006039,0.0525,12.6489,284.8034,62.4852,0,U,56367,999,5025,0,-.15E-6,0
O3B MPOWER F3,2023-059B,2026-01-01T20:49:44.509728,5.00115190,.0006198,0.0535,12.9985,269.1140,77.8166,0,U,56368,999,4640,0,-.16E-6,0
VIASAT-3 F1,2023-060A,2026-01-02T02:06:37.087200,1.00269983,.0000401,0.0174,10.8631,18.0935,15.4848,0,U,56370,999,976,0,0,0
ARCTURUS,2023-060B,2026-01-02T02:38:34.025856,1.00887285,.0003092,2.3474,82.0746,12.4340,69.7979,0,U,56371,999,979,0,.147E-5,0
GS-1,2023-060C,2026-01-01T23:28:19.367616,1.00305459,.0004268,2.2979,81.8411,249.0903,199.0473,0,U,56372,999,587,0,-.1E-5,0
STARLINK-6156,2023-061A,2026-01-01T13:21:39.296448,15.02530812,.0000927,43.0023,202.4641,262.7334,97.3402,0,U,56374,999,14775,-.48873E-4,-.864E-5,0
STARLINK-6158,2023-061B,2026-01-01T21:12:18.072864,15.02526313,.0000788,43.0027,200.6162,322.7103,37.3684,0,U,56375,999,14670,.22318E-3,.2812E-4,0
STARLINK-6188,2023-061C,2026-01-01T12:43:16.247424,15.02535982,.0000871,43.0027,202.2651,259.6884,100.3860,0,U,56376,999,14665,.11691E-4,-.46E-6,0
STARLINK-6189,2023-061D,2026-01-01T19:31:46.248672,15.02538185,.00006368,43.0018,200.9521,274.3104,85.7665,0,U,56377,999,14669,.19437982E-3,.2423E-4,0
STARLINK-6191,2023-061E,2026-01-01T19:38:08.892672,15.02534494,.00010041,43.0023,200.9783,268.1764,91.8964,0,U,56378,999,14669,.954368E-6,-.191E-5,0
STARLINK-6157,2023-061F,2026-01-01T12:52:51.533184,15.02539809,.0001428,43.0035,202.3128,267.3817,92.6862,0,U,56379,999,14775,.70904E-4,.754E-5,0
STARLINK-6159,2023-061H,2026-01-01T19:25:22.778688,15.02527793,.0001077,42.9988,200.9161,268.8928,91.1791,0,U,56381,999,14669,.2206556E-5,-.174E-5,0
STARLINK-6160,2023-061J,2026-01-01T14:20:35.535264,15.02537480,.0001003,43.0025,201.9040,266.1582,93.9145,0,U,56382,999,14666,.21682E-4,.89E-6,0
STARLINK-6166,2023-061K,2026-01-01T00:02:14.907552,15.02535207,.00002878,43.0018,205.1729,248.8286,111.2526,0,U,56383,999,14657,.5928458E-5,-.123E-5,0
STARLINK-6153,2023-061L,2026-01-01T22:08:03.370272,15.02532682,.0001382,43.0026,200.0426,275.7609,84.3076,0,U,56384,999,14671,.76555E-5,-.1E-5,0
STARLINK-6173,2023-061M,2026-01-01T22:12:49.790592,15.02624038,.0001761,43.0025,200.0635,248.6520,111.4135,0,U,56385,999,14671,-.11745E-2,-.1607E-3,0
STARLINK-5836,2023-061N,2026-01-01T23:34:10.963776,15.02541691,.0001245,43.0033,199.6290,271.4101,88.6598,0,U,56386,999,14672,.49842E-4,.47E-5,0
STARLINK-6178,2023-061P,2026-01-01T15:21:10.043712,15.02543257,.0001014,43.0025,201.3622,249.4428,110.6306,0,U,56387,999,14667,.57527E-4,.574E-5,0
STARLINK-6176,2023-061Q,2026-01-01T21:05:54.097440,15.02529786,.0000885,43.0026,200.5662,261.1208,98.9534,0,U,56388,999,14670,-.62407E-5,-.288E-5,0
STARLINK-6145,2023-061R,2025-12-31T23:43:04.043136,15.02535147,.000101,43.0023,205.0711,259.0895,100.9834,0,U,56389,999,14657,.41177493E-4,.353E-5,0
STARLINK-6298,2023-061T,2026-01-01T21:53:39.917184,15.02537375,.0000618,43.0022,199.9623,256.9001,103.1773,0,U,56391,999,14671,.50273E-4,.476E-5,0
STARLINK-6301,2023-061U,2026-01-01T13:58:47.288064,15.02536396,.0000239,43.0031,189.6564,160.3007,199.7845,0,U,56392,999,14680,.38549E-4,.317E-5,0
STARLINK-6303,2023-061V,2026-01-01T13:50:12.977376,15.02559056,.0001182,43.0024,201.7419,267.1406,92.9301,0,U,56393,999,14666,.28183E-3,.3608E-4,0
STARLINK-6305,2023-061W,2026-01-01T21:41:27.977856,15.02520008,.0001296,42.9963,187.7602,187.6717,172.4105,0,U,56394,999,14685,-.38067E-4,-.717E-5,0
STARLINK-6273,2023-061X,2026-01-01T13:47:34.370304,15.02537897,.0001029,43.0019,189.5965,267.2367,92.8358,0,U,56395,999,14751,.41726E-4,.36E-5,0
STARLINK-6302,2023-061Y,2026-01-01T21:33:24.972480,15.02571041,.0001171,43.0029,187.7273,257.8789,102.1923,0,U,56396,999,14198,-.61368E-3,-.8491E-4,0
STARLINK-6271,2023-061Z,2026-01-01T21:49:24.516192,15.02534370,.0001258,43.0030,187.8121,266.2100,93.8599,0,U,56397,999,14685,.50091E-4,.473E-5,0
STARLINK-6288,2023-061AA,2026-01-01T11:54:15.684768,15.02531632,.0001181,43.0022,189.8689,268.7217,91.3490,0,U,56398,999,14679,.58014E-4,.58E-5,0
STARLINK-6277,2023-061AB,2026-01-01T21:36:37.387008,15.02537615,.0001086,43.0019,187.7439,245.7666,114.3063,0,U,56399,999,14685,.6997E-4,.742E-5,0
STARLINK-6267,2023-061AC,2026-01-01T13:22:00.524064,15.02537368,.0001145,43.0028,189.4635,264.5499,95.5213,0,U,56400,999,14680,.61695E-4,.63E-5,0
STARLINK-6256,2023-061AD,2026-01-01T20:52:20.992224,15.64524902,.0002142,42.9970,152.1119,302.8100,57.2559,0,U,56401,999,14726,.94784E-3,.94642E-3,0
STARLINK-6284,2023-061AF,2026-01-02T04:00:01.998720,15.40351478,.0004147,43.0019,179.5547,248.8858,75.4561,0,U,56403,999,583,.47684E-3,.19441E-3,0
STARLINK-6287,2023-061AG,2026-01-01T19:32:07.916064,15.02535165,.00013805,43.0027,187.9529,270.5492,89.5192,0,U,56404,999,14684,.18898401E-3,.235E-4,0
STARLINK-6285,2023-061AH,2026-01-01T13:17:13.013376,15.02531271,.0001104,43.0026,189.4439,269.5191,90.5525,0,U,56405,999,14680,.29859E-4,.2E-5,0
STARLINK-6283,2023-061AJ,2026-01-01T19:19:22.292832,15.02517613,.00027409,43.0078,187.8842,274.3028,85.7501,0,U,56406,999,14684,.11844728E-3,.1396E-4,0
STARLINK-6282,2023-061AK,2026-01-01T19:35:19.468320,15.02541145,.00016749,43.0077,187.9715,269.9142,90.1509,0,U,56407,999,14684,-.19156662E-3,-.2791E-4,0
STARLINK-6289,2023-061AL,2026-01-01T19:08:08.902464,15.02535645,.00011356,43.0023,187.8186,270.3307,89.7405,0,U,56408,999,14684,.64722721E-4,.671E-5,0
STARLINK-6241,2023-061AM,2026-01-01T21:03:04.312800,15.02540509,.0001165,43.0024,187.5678,251.9071,108.1645,0,U,56409,999,14685,.9129E-4,.103E-4,0
STARLINK-6281,2023-061AN,2026-01-01T12:43:38.511840,15.02534626,.0001239,43.0001,189.2618,267.1044,92.9656,0,U,56410,999,14680,.32165E-4,.231E-5,0
STARLINK-6279,2023-061AP,2026-01-01T20:59:51.399744,15.02543736,.0001148,43.0018,187.5469,267.7092,92.3619,0,U,56411,999,14685,.33509E-4,.249E-5,0
STARLINK-6278,2023-061AQ,2026-01-01T22:10:02.649792,15.02524618,.0001214,43.0029,187.0513,245.7115,114.3601,0,U,56412,999,14686,-.1373E-3,-.2057E-4,0
STARLINK-6258,2023-061AR,2026-01-01T22:22:48.328320,15.02540543,.0001201,43.0027,187.1201,257.8688,102.2019,0,U,56413,999,14686,.10465E-3,.121E-4,0
STARLINK-5136,2023-061AS,2026-01-01T14:04:59.124288,15.02533623,.0001213,43.0021,188.8231,268.3956,91.6748,0,U,56414,999,14681,-.72348E-5,-.301E-5,0
STARLINK-6260,2023-061AU,2026-01-01T12:05:49.125120,15.02536005,.0001061,43.0029,176.9208,266.2711,93.8010,0,U,56416,999,14694,.59721E-4,.603E-5,0
STARLINK-6261,2023-061AV,2026-01-01T18:53:45.975552,15.02539566,.00012277,43.0027,187.7526,264.5152,95.5550,0,U,56417,999,14684,.12185202E-3,.1443E-4,0
STARLINK-5356,2023-061AW,2026-01-01T19:45:16.711776,15.02549019,.00011306,43.0032,175.0110,268.2266,91.8447,0,U,56418,999,14699,.16953201E-3,.2088E-4,0
STARLINK-5350,2023-061AX,2026-01-01T20:24:42.418080,15.02530532,.0001223,43.0020,187.3655,256.8033,103.2673,0,U,56419,999,14685,-.21748E-4,-.497E-5,0
STARLINK-6272,2023-061AY,2026-01-01T13:17:34.664352,15.02538382,.0001198,43.0033,176.4304,269.1717,90.8989,0,U,56420,999,14695,.11057E-3,.129E-4,0
STARLINK-6270,2023-061AZ,2025-12-31T12:14:41.337888,15.02522686,.00011677,43.0028,182.3579,258.7456,101.3255,0,U,56421,999,14679,.66908473E-4,.7E-5,0
STARLINK-6236,2023-061BA,2026-01-01T19:30:53.980128,15.02539318,.00014383,43.0032,174.9373,268.4904,91.5774,0,U,56422,999,14699,.1008965E-3,.116E-4,0
STARLINK-6239,2023-061BB,2026-01-01T11:37:03.321408,15.02536787,.0001246,43.0020,176.7654,268.8357,91.2342,0,U,56423,999,14694,.44591E-4,.399E-5,0
STARLINK-6242,2023-061BC,2026-01-01T11:22:40.607904,15.02525581,.0001318,43.0026,176.6899,270.3389,89.7303,0,U,56424,999,14694,.17488E-3,.2159E-4,0
STARLINK-6224,2023-061BD,2026-01-01T19:26:06.373536,15.02534442,.00011509,43.0019,174.9082,269.5106,90.5604,0,U,56425,999,14699,.1212355E-4,-.4E-6,0
STARLINK-5352,2023-061BE,2026-01-01T12:29:47.673024,15.02528055,.0001974,43.0032,177.0260,228.9771,131.0900,0,U,56426,999,14694,.85265E-4,.948E-5,0
STARLINK-5724,2023-061BF,2026-01-01T20:14:03.025248,15.02542080,.0001457,43.0063,175.1469,213.2898,146.7853,0,U,56427,999,14699,.92532606E-4,.1047E-4,0
STARLINK-6238,2023-061BG,2026-01-01T12:48:48.351744,15.02535417,.0001274,43.0028,176.2791,273.1292,86.9405,0,U,56428,999,14695,.7323E-4,.786E-5,0
STARLINK-6264,2023-061BH,2026-01-01T12:44:00.746016,15.02551487,.000146,43.0025,176.2519,266.4699,93.5976,0,U,56429,999,14695,.11753E-3,.1385E-4,0
STARLINK-5990,2023-064A,2026-01-02T04:00:01.998720,14.98299273,.0003076,70.0017,312.2536,269.7926,311.9988,0,U,56448,999,579,.24447E-2,.29175E-3,0
STARLINK-5993,2023-064B,2026-01-02T03:30:39.106944,14.98323979,.0003,70.0008,312.4321,265.6730,94.4086,0,U,56449,999,14527,.22009E-4,.17E-5,0
STARLINK-5970,2023-064C,2026-01-02T02:54:50.194656,14.98320618,.0002908,70.0004,312.3445,268.0252,92.0574,0,U,56450,999,14527,-.60098E-4,-.81E-5,0
STARLINK-5985,2023-064D,2026-01-02T03:24:38.768832,14.98324426,.0002537,70.0012,312.4156,268.7872,91.2996,0,U,56451,999,14527,.16097E-3,.1828E-4,0
STARLINK-5986,2023-064E,2026-01-02T03:18:39.013056,14.98328772,.0002842,70.0006,312.4019,272.1841,87.8993,0,U,56452,999,14527,.69589E-4,.737E-5,0
STARLINK-5935,2023-064F,2026-01-02T03:12:37.486080,14.98328472,.0002723,70.0008,312.3864,268.5909,91.4938,0,U,56453,999,14527,.64365E-4,.675E-5,0
STARLINK-5959,2023-064G,2026-01-02T02:42:33.594048,14.98343575,.000278,70.0009,312.3142,262.6313,97.4530,0,U,56454,999,14527,-.15671E-3,-.1963E-4,0
STARLINK-5987,2023-064H,2026-01-02T02:36:33.636960,14.98315617,.0002928,70.0003,312.3002,263.6436,96.4390,0,U,56455,999,14527,-.14833E-3,-.1862E-4,0
STARLINK-5995,2023-064J,2026-01-02T02:54:35.969760,14.98306796,.0002751,70.0008,312.3440,264.7010,95.3836,0,U,56456,999,14527,.5964E-4,.618E-5,0
STARLINK-5994,2023-064K,2026-01-02T02:48:34.172352,14.98334525,.0002976,70.0000,312.3270,272.4392,87.6426,0,U,56457,999,14527,.11755E-3,.131E-4,0
STARLINK-6050,2023-064L,2026-01-02T03:00:36.059904,14.98333213,.000315,70.0000,312.3560,266.1069,93.9730,0,U,56458,999,14527,-.24325E-3,-.2995E-4,0
STARLINK-6048,2023-064M,2026-01-02T02:12:45.368064,14.98307518,.00031,70.0000,312.2401,273.4640,86.6164,0,U,56459,999,14526,.70661E-3,.8343E-4,0
STARLINK-6047,2023-064N,2026-01-02T02:30:32.376960,14.98335936,.0002761,70.0009,312.2862,263.4698,96.6147,0,U,56460,999,14527,.68257E-4,.722E-5,0
STARLINK-6037,2023-064P,2026-01-02T02:06:29.698272,14.98334113,.000274,70.0014,312.2257,257.6849,102.4003,0,U,56461,999,14527,.14259E-3,.1609E-4,0
STARLINK-6045,2023-064Q,2026-01-02T02:36:06.261120,14.98334119,.0002906,69.9989,272.1236,266.5044,93.5782,0,U,56462,999,14626,.68341E-4,.723E-5,0
STARLINK-6051,2023-064R,2026-01-02T03:06:36.722016,14.98322980,.0003023,70.0003,312.3646,266.9827,93.0986,0,U,56463,999,14527,.23317E-3,.269E-4,0
STARLINK-6043,2023-064S,2026-01-02T02:24:32.475168,14.98319969,.0002875,70.0008,312.2699,265.2732,94.8099,0,U,56464,999,14527,-.14224E-5,-.11E-5,0
STARLINK-6054,2023-064T,2026-01-02T04:24:01.332864,14.98332985,.0003203,69.9994,271.9824,274.0623,86.0170,0,U,56465,999,14627,.11994E-3,.1338E-4,0
STARLINK-6053,2023-064U,2026-01-02T04:00:01.998720,14.98322062,.000303,70.0023,312.0503,272.8193,129.9112,0,U,56466,999,580,.1426E-2,.1696E-3,0
STARLINK-6055,2023-064V,2026-01-02T02:42:14.864256,14.98325586,.0002413,70.0013,292.4444,261.8039,98.2846,0,U,56467,999,14576,-.11953E-3,-.1519E-4,0
STARLINK-5998,2023-064W,2026-01-02T02:00:29.362752,14.98331777,.0002482,70.0014,312.2093,257.9684,102.1197,0,U,56468,999,14527,.95161E-4,.1043E-4,0
STARLINK-5518,2023-064X,2026-01-02T03:00:16.238016,14.98340579,.000301,70.0007,292.4870,268.2810,91.8005,0,U,56469,999,14576,-.16142E-3,-.2019E-4,0
STARLINK-5523,2023-064Y,2026-01-02T02:48:15.254208,14.98331505,.0002278,70.0001,292.4567,271.9156,88.1742,0,U,56470,999,14576,.59808E-4,.621E-5,0
STARLINK-5521,2023-064Z,2026-01-02T02:36:13.941216,14.98333345,.0002933,70.0022,292.4288,268.2177,91.8646,0,U,56471,999,14576,.12044E-3,.1344E-4,0
STARLINK-5038,2023-064AA,2026-01-02T02:24:12.465792,14.98335015,.0003323,70.0004,292.4014,277.7662,82.3120,0,U,56472,999,14576,.11282E-3,.1254E-4,0
